bar_index,equity_ADANIENT(Adani Enterpris),equity_ADANIPORTS(Adani Ports),equity_APOLLOHOSP(Apollo Hospital),equity_ASIANPAINT(Asian Paints),equity_AXISBANK(Axis Bank),equity_BAJAJ-AUTO(Bajaj Auto),equity_BAJAJFINSV(Bajaj Finserv),equity_BAJFINANCE(Bajaj Finance),equity_BEL(Bharat Elec),equity_BHARTIARTL(Bharti Airtel),equity_BPCL(BPCL),equity_BRITANNIA(Britannia),equity_CIPLA(Cipla),equity_COALINDIA(Coal India),equity_DRREDDY(Dr Reddys Labs),equity_EICHERMOT(Eicher Motors),equity_GRASIM(Grasim),equity_HCLTECH(HCL Tech),equity_HDFCBANK(HDFC Bank),equity_HDFCLIFE(HDFC Life),equity_HEROMOTOCO(Hero Motocorp),equity_HINDALCO(Hindalco),equity_HINDUNILVR(HUL),equity_ICICIBANK(ICICI Bank),equity_INDUSINDBK(IndusInd Bank),equity_INFY(Infosys),equity_ITC(ITC),equity_JSWSTEEL(JSW Steel),equity_KOTAKBANK(Kotak Mahindra),equity_LT(Larsen),equity_M&M(M&M),equity_MARUTI(Maruti Suzuki),equity_NESTLEIND(Nestle),equity_NTPC(NTPC),equity_ONGC(ONGC),equity_POWERGRID(Power Grid Corp),equity_RELIANCE(Reliance),equity_SBILIFE(SBI Life Insura),equity_SBIN(SBI),equity_SHRIRAMFIN(Shriram Finance),equity_SUNPHARMA(Sun Pharma),equity_TATACONSUM(TATA Cons. Prod),equity_TATAMOTORS(Tata Motors),equity_TATASTEEL(Tata Steel),equity_TCS(TCS),equity_TECHM(Tech Mahindra),equity_TITAN(Titan Company),equity_TRENT(Trent),equity_ULTRACEMCO(UltraTechCement),equity_WIPRO(Wipro)
707,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,2.410199999999861,1.9629999999995107,1.3104699999999525,4.808199999999488,9.880949999999757,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,4.8636499999994385,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.2017499999998336,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
708,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,2.410199999999861,1.9629999999995107,1.3104699999999525,4.808199999999488,9.880949999999757,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,4.8636499999994385,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.2017499999998336,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
709,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,2.410199999999861,1.9629999999995107,1.3104699999999525,4.808199999999488,9.880949999999757,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,4.8636499999994385,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.2017499999998336,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
710,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,1.3104699999999525,4.808199999999488,9.880949999999757,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,4.8636499999994385,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.2017499999998336,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
711,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,1.3104699999999525,4.808199999999488,9.880949999999757,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,4.8636499999994385,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.2017499999998336,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
712,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
713,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
714,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
715,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
716,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
717,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
718,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
719,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-13.144100000000435,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
720,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-18.59150000000045,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
721,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,10.806899999999587,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-18.59150000000045,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
722,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,21.791099999999005,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-18.59150000000045,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
723,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,21.791099999999005,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,1.2021999999997774,0.8138499999994337,5.758949999999913,-9.53710000000001,-18.59150000000045,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,-0.08915000000013151,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
724,12.658449999999448,-2.4356500000001233,37.32629999999699,10.518499999999221,0.17449999999996635,7.98739999999907,-9.051100000000133,3.501499999999737,1.8557799999998679,1.9629999999995107,2.0939199999999687,4.808199999999488,6.956449999999677,1.8650499999998829,6.775349999999889,-40.3709000000008,11.9412499999994,0.05829999999991742,-3.380700000000161,-8.654499999999985,21.791099999999005,4.508349999999837,10.832499999998618,-6.069899999999961,5.863149999999905,-13.629799999999932,0.3961999999997943,0.8138499999994337,5.758949999999913,-9.53710000000001,-18.59150000000045,69.78439999999864,-5.482600000000048,-1.2545499999999379,-0.47231000000002155,-4.187599999999975,4.779299999999466,4.1922499999996035,-0.7376000000001568,2.484099999999785,-6.529050000000552,-14.301800000000071,1.8494499999998197,0.6034999999999684,11.054999999998472,4.466850000000022,9.556249999999636,55.376649999998335,-20.726599999999962,0.5536999999999921
